desktop,1440x690,"13,506",13.45%,"1,817",15.31%,7.46,00:11:13,0,$0.00,0.00%
desktop,1090x520,"13,421",16.92%,"2,271",14.26%,6.97,00:10:34,0,$0.00,0.00%
desktop,1540x730,"13,413",8.32%,"1,116",16.48%,7.56,00:11:26,0,$0.00,0.00%
desktop,1600x790,"13,190",12.57%,"1,658",18.21%,7.81,00:11:54,0,$0.00,0.00%
desktop,1580x760,"12,404",36.45%,"4,521",4.27%,6.64,00:07:14,0,$0.00,0.00%
desktop,1900x890,"12,113",27.14%,"3,288",7.19%,7.39,00:08:15,0,$0.00,0.00%
desktop,1260x910,"11,979",42.70%,"5,115",4.17%,6.82,00:06:59,0,$0.00,0.00%
desktop,2560x1300,"11,977",4.63%,555,17.49%,8.17,00:11:26,0,$0.00,0.00%
desktop,1580x740,"11,955",4.63%,553,13.78%,10.49,00:15:39,0,$0.00,0.00%
desktop,1440x730,"11,934",13.53%,"1,615",15.04%,7.99,00:09:44,0,$0.00,0.00%
desktop,1520x690,"11,910",7.15%,852,14.46%,8.75,00:11:01,0,$0.00,0.00%
desktop,1350x590,"11,892",14.64%,"1,741",12.70%,7.34,00:10:26,0,$0.00,0.00%
desktop,1520x760,"11,732",22.41%,"2,629",10.83%,8.81,00:11:43,0,$0.00,0.00%
desktop,1540x710,"11,597",9.17%,"1,063",16.69%,9.75,00:11:07,0,$0.00,0.00%
desktop,1370x700,"11,503",9.79%,"1,126",18.80%,6.89,00:09:25,0,$0.00,0.00%
desktop,1280x720,"11,413",14.07%,"1,606",14.95%,7.93,00:09:39,0,$0.00,0.00%
desktop,1040x670,"11,343",70.66%,"8,015",12.14%,164.74,00:27:56,0,$0.00,0.00%
desktop,1900x910,"11,268",15.77%,"1,777",11.29%,7.31,00:09:04,0,$0.00,0.00%
desktop,1280x700,"11,226",16.38%,"1,839",17.90%,8.18,00:11:26,0,$0.00,0.00%
desktop,1040x530,"11,022",76.20%,"8,399",41.76%,147.06,00:18:33,0,$0.00,0.00%
desktop,1270x610,"10,992",5.34%,587,12.57%,8.25,00:12:22,0,$0.00,0.00%
desktop,1200x860,"10,937",26.67%,"2,917",16.49%,21.55,00:10:43,0,$0.00,0.00%
desktop,1680x910,"10,873",7.56%,822,17.25%,7.88,00:10:41,0,$0.00,0.00%
desktop,1020x660,"10,846",64.93%,"7,042",24.02%,109.25,00:19:11,0,$0.00,0.00%
desktop,1580x770,"10,797",8.10%,875,12.06%,8.06,00:13:57,0,$0.00,0.00%
desktop,1090x500,"10,735",18.06%,"1,939",11.96%,6.89,00:09:34,0,$0.00,0.00%
desktop,1540x770,"10,647",12.52%,"1,333",16.67%,8.97,00:12:36,0,$0.00,0.00%
desktop,1240x600,"10,632",6.27%,667,16.42%,7.17,00:11:27,0,$0.00,0.00%
desktop,1260x640,"10,454",7.37%,770,15.27%,9.92,00:13:38,0,$0.00,0.00%
desktop,1900x990,"10,326",7.09%,732,15.96%,6.62,00:08:48,0,$0.00,0.00%
desktop,1260x600,"10,042",19.01%,"1,909",9.33%,7.74,00:09:41,0,$0.00,0.00%
desktop,980x1390,"9,949",4.23%,421,19.94%,6.64,00:10:54,0,$0.00,0.00%
desktop,1580x790,"9,936",33.60%,"3,338",2.58%,9.76,00:11:53,0,$0.00,0.00%
desktop,1920x1060,"9,839",6.12%,602,18.19%,7.47,00:10:09,0,$0.00,0.00%
desktop,1020x650,"9,806",24.64%,"2,416",14.80%,64.42,00:19:10,0,$0.00,0.00%
desktop,1030x1610,"9,772",96.84%,"9,463",17.63%,9.85,00:01:40,0,$0.00,0.00%
desktop,1540x670,"9,768",5.76%,563,19.15%,8.33,00:11:53,0,$0.00,0.00%
desktop,1370x710,"9,734",17.27%,"1,681",14.99%,8.45,00:11:49,0,$0.00,0.00%
desktop,1370x570,"9,729",12.37%,"1,203",13.79%,6.57,00:08:16,0,$0.00,0.00%
desktop,1010x610,"9,623",45.20%,"4,350",9.55%,104.67,00:21:06,0,$0.00,0.00%
desktop,1260x670,"9,602",12.34%,"1,185",15.94%,8.19,00:11:39,0,$0.00,0.00%
desktop,1600x780,"9,582",14.57%,"1,396",13.05%,7.03,00:09:42,0,$0.00,0.00%
desktop,1300x620,"9,416",18.17%,"1,711",13.86%,7.70,00:10:33,0,$0.00,0.00%
desktop,1680x920,"9,375",12.07%,"1,132",14.79%,9.40,00:11:57,0,$0.00,0.00%
desktop,2130x1040,"9,353",2.52%,236,15.33%,8.87,00:12:21,0,$0.00,0.00%
desktop,1080x510,"9,263",17.74%,"1,643",8.57%,6.17,00:08:19,0,$0.00,0.00%
desktop,1260x690,"9,252",28.87%,"2,671",4.94%,7.19,00:10:02,0,$0.00,0.00%
desktop,1270x630,"9,106",12.82%,"1,167",13.89%,7.21,00:11:17,0,$0.00,0.00%
desktop,1020x670,"9,075",24.51%,"2,224",24.66%,14.78,00:10:29,0,$0.00,0.00%
desktop,1900x870,"9,062",4.55%,412,16.20%,7.34,00:10:22,0,$0.00,0.00%
desktop,1300x670,"9,029",4.03%,364,18.19%,7.30,00:10:49,0,$0.00,0.00%
desktop,1020x630,"9,021",25.13%,"2,267",20.51%,8.45,00:08:26,0,$0.00,0.00%
desktop,1260x660,"8,873",33.02%,"2,930",5.25%,14.62,00:10:01,0,$0.00,0.00%
desktop,1230x600,"8,866",16.26%,"1,442",14.88%,6.94,00:09:10,0,$0.00,0.00%
desktop,1260x860,"8,838",12.23%,"1,081",12.96%,7.46,00:09:58,0,$0.00,0.00%
desktop,1350x940,"8,687",90.74%,"7,883",2.89%,1.98,00:01:22,0,$0.00,0.00%
desktop,1020x560,"8,644",85.49%,"7,390",4.45%,205.66,00:22:10,0,$0.00,0.00%
desktop,1540x790,"8,643",6.41%,554,19.73%,7.28,00:11:39,0,$0.00,0.00%
desktop,1350x680,"8,637",8.89%,768,18.56%,6.62,00:09:16,0,$0.00,0.00%
desktop,1260x870,"8,529",12.69%,"1,082",12.06%,8.09,00:12:31,0,$0.00,0.00%
desktop,1350x670,"8,524",48.12%,"4,102",4.67%,27.19,00:10:06,0,$0.00,0.00%
desktop,1360x630,"8,414",5.36%,451,15.64%,7.61,00:09:23,0,$0.00,0.00%
desktop,1240x590,"8,331",11.33%,944,15.72%,6.72,00:10:11,0,$0.00,0.00%
desktop,1400x660,"8,281",2.70%,224,13.62%,7.84,00:13:42,0,$0.00,0.00%
desktop,1420x740,"8,279",5.94%,492,13.44%,9.88,00:15:07,0,$0.00,0.00%
desktop,1260x630,"8,228",7.00%,576,19.04%,7.09,00:10:10,0,$0.00,0.00%
desktop,1420x770,"8,194",6.82%,559,13.89%,7.64,00:09:11,0,$0.00,0.00%
desktop,800x590,"8,185",97.35%,"7,968",20.57%,67.77,01:00:55,0,$0.00,0.00%
desktop,1230x550,"8,175",2.72%,222,12.98%,8.14,00:13:08,0,$0.00,0.00%
desktop,1440x860,"8,095",23.58%,"1,909",13.61%,7.67,00:09:58,0,$0.00,0.00%
desktop,1600x750,"7,875",9.61%,757,14.98%,6.26,00:07:44,0,$0.00,0.00%
desktop,1260x890,"7,717",20.34%,"1,570",12.21%,9.79,00:12:07,0,$0.00,0.00%
desktop,770x650,"7,687",98.58%,"7,578",1.52%,33.95,00:05:24,0,$0.00,0.00%
desktop,1600x800,"7,552",6.50%,491,13.94%,6.74,00:07:56,0,$0.00,0.00%
desktop,1280x890,"7,520",11.49%,864,15.80%,11.94,00:10:55,0,$0.00,0.00%
desktop,1260x900,"7,508",11.55%,867,13.23%,7.06,00:08:25,0,$0.00,0.00%
desktop,1920x1000,"7,367",7.62%,561,17.90%,7.73,00:11:55,0,$0.00,0.00%
desktop,1730x840,"7,343",1.92%,141,14.07%,8.26,00:15:15,0,$0.00,0.00%
desktop,1040x700,"7,313",50.85%,"3,719",16.57%,3.31,00:03:09,0,$0.00,0.00%
desktop,1920x1090,"7,303",7.09%,518,17.14%,9.25,00:12:07,0,$0.00,0.00%
desktop,1260x620,"7,192",22.64%,"1,628",7.38%,7.61,00:09:11,0,$0.00,0.00%
desktop,1280x760,"7,189",10.52%,756,14.59%,6.83,00:09:12,0,$0.00,0.00%
desktop,960x930,"7,129",4.77%,340,17.27%,8.40,00:10:54,0,$0.00,0.00%
desktop,1270x620,"7,082",14.36%,"1,017",12.10%,10.35,00:08:58,0,$0.00,0.00%
desktop,1200x710,"7,080",66.10%,"4,680",7.90%,181.20,00:26:57,0,$0.00,0.00%
desktop,1300x590,"7,057",17.00%,"1,200",12.99%,6.54,00:10:35,0,$0.00,0.00%
desktop,1420x690,"7,053",16.39%,"1,156",11.87%,6.90,00:08:49,0,$0.00,0.00%
desktop,1020x790,"6,933",76.89%,"5,331",45.41%,10.69,00:01:00,0,$0.00,0.00%
desktop,1280x860,"6,922",15.33%,"1,061",13.16%,8.09,00:11:15,0,$0.00,0.00%
desktop,1180x840,"6,906",13.37%,923,9.47%,8.75,00:11:00,0,$0.00,0.00%
desktop,1040x760,"6,886",59.50%,"4,097",16.37%,4.47,00:03:28,0,$0.00,0.00%
desktop,1020x590,"6,867",67.26%,"4,619",6.47%,121.09,00:36:26,0,$0.00,0.00%
desktop,1270x600,"6,788",12.24%,831,9.62%,7.46,00:10:14,0,$0.00,0.00%
desktop,910x870,"6,770",96.16%,"6,510",7.64%,240.78,00:30:04,0,$0.00,0.00%
desktop,1500x890,"6,751",7.98%,539,18.37%,8.91,00:13:03,0,$0.00,0.00%
desktop,1420x760,"6,704",31.58%,"2,117",8.82%,8.43,00:09:15,0,$0.00,0.00%
desktop,1240x670,"6,655",10.05%,669,14.29%,7.55,00:11:40,0,$0.00,0.00%
desktop,1540x780,"6,547",2.93%,192,24.56%,6.81,00:09:08,0,$0.00,0.00%
desktop,1350x800,"6,515",37.16%,"2,421",3.87%,9.59,00:10:39,0,$0.00,0.00%
desktop,2610x1610,"6,509",7.80%,508,16.78%,16.72,00:22:46,0,$0.00,0.00%
desktop,1350x750,"6,502",7.49%,487,16.93%,9.23,00:11:29,0,$0.00,0.00%
desktop,1920x880,"6,491",8.75%,568,19.83%,6.94,00:08:31,0,$0.00,0.00%
desktop,1520x770,"6,473",23.85%,"1,544",6.30%,9.77,00:11:53,0,$0.00,0.00%
desktop,1260x570,"6,470",9.64%,624,11.68%,7.15,00:09:47,0,$0.00,0.00%
desktop,1920x870,"6,461",7.57%,489,14.43%,7.23,00:11:53,0,$0.00,0.00%
desktop,1200x840,"6,434",17.45%,"1,123",12.88%,8.38,00:10:01,0,$0.00,0.00%
desktop,1600x770,"6,425",7.24%,465,16.87%,6.70,00:08:19,0,$0.00,0.00%
desktop,1260x650,"6,408",21.85%,"1,400",9.33%,7.41,00:09:29,0,$0.00,0.00%
desktop,1440x780,"6,363",20.65%,"1,314",16.22%,7.32,00:09:38,0,$0.00,0.00%
desktop,1200x610,"6,346",66.83%,"4,241",6.67%,211.36,00:33:09,0,$0.00,0.00%
desktop,1270x640,"6,330",13.36%,846,14.12%,7.58,00:09:54,0,$0.00,0.00%
desktop,1580x750,"6,282",13.40%,842,20.03%,6.29,00:07:58,0,$0.00,0.00%
desktop,2560x1330,"6,277",6.83%,429,21.14%,7.85,00:11:19,0,$0.00,0.00%
desktop,1260x680,"6,276",18.83%,"1,182",13.58%,6.80,00:09:00,0,$0.00,0.00%
desktop,1030x570,"6,256",84.05%,"5,258",11.92%,116.03,00:27:41,0,$0.00,0.00%
desktop,1010x640,"6,161",28.89%,"1,780",11.22%,47.39,00:19:32,0,$0.00,0.00%
desktop,1090x530,"6,119",6.93%,424,16.67%,7.57,00:11:07,0,$0.00,0.00%
desktop,1040x630,"6,117",50.12%,"3,066",16.84%,9.08,00:03:47,0,$0.00,0.00%
desktop,1350x700,"6,101",31.95%,"1,949",6.70%,7.61,00:09:19,0,$0.00,0.00%
desktop,1030x620,"6,046",71.22%,"4,306",11.46%,260.74,00:14:28,0,$0.00,0.00%
desktop,1840x960,"6,029",2.55%,154,10.60%,9.19,00:12:29,0,$0.00,0.00%
desktop,1280x570,"6,023",14.05%,846,15.11%,11.65,00:09:54,0,$0.00,0.00%
desktop,1350x780,"5,978",5.55%,332,13.10%,12.30,00:20:35,0,$0.00,0.00%
desktop,1370x680,"5,944",19.82%,"1,178",18.44%,8.21,00:11:01,0,$0.00,0.00%
desktop,1420x750,"5,938",8.89%,528,14.79%,9.38,00:11:49,0,$0.00,0.00%
desktop,1220x590,"5,929",4.55%,270,13.88%,7.47,00:11:34,0,$0.00,0.00%
desktop,1350x580,"5,893",33.34%,"1,965",5.89%,6.73,00:08:37,0,$0.00,0.00%
desktop,1350x770,"5,881",36.66%,"2,156",6.94%,7.14,00:09:05,0,$0.00,0.00%
desktop,1200x650,"5,851",40.33%,"2,360",10.61%,85.94,00:14:37,0,$0.00,0.00%
desktop,1920x990,"5,839",16.53%,965,14.18%,6.32,00:07:57,0,$0.00,0.00%
desktop,1080x490,"5,779",18.00%,"1,040",7.96%,6.95,00:09:45,0,$0.00,0.00%
desktop,1040x690,"5,736",47.73%,"2,738",14.21%,4.98,00:04:54,0,$0.00,0.00%
desktop,1190x570,"5,732",14.86%,852,17.11%,6.51,00:09:13,0,$0.00,0.00%
desktop,1840x980,"5,715",29.08%,"1,662",13.21%,8.96,00:10:01,0,$0.00,0.00%
desktop,1520x780,"5,674",8.58%,487,9.92%,9.21,00:11:38,0,$0.00,0.00%
desktop,1200x490,"5,645",98.48%,"5,559",0.25%,2.74,00:01:02,0,$0.00,0.00%
desktop,1270x650,"5,641",18.72%,"1,056",11.93%,6.75,00:08:09,0,$0.00,0.00%
desktop,1020x610,"5,631",52.62%,"2,963",12.43%,112.21,00:22:47,0,$0.00,0.00%
desktop,1280x560,"5,614",9.65%,542,15.60%,8.65,00:10:37,0,$0.00,0.00%
desktop,1360x660,"5,594",8.74%,489,18.04%,7.98,00:11:00,0,$0.00,0.00%
desktop,1710x820,"5,580",5.41%,302,17.42%,9.92,00:17:45,0,$0.00,0.00%
desktop,1020x620,"5,551",41.83%,"2,322",12.29%,129.96,00:22:13,0,$0.00,0.00%
desktop,1240x560,"5,522",13.11%,724,13.09%,7.85,00:11:35,0,$0.00,0.00%
desktop,1280x920,"5,502",9.51%,523,16.23%,6.75,00:09:45,0,$0.00,0.00%
desktop,1680x950,"5,501",9.13%,502,14.72%,9.84,00:13:15,0,$0.00,0.00%
desktop,1500x860,"5,491",8.76%,481,15.97%,20.41,00:16:11,0,$0.00,0.00%
desktop,1010x650,"5,428",65.22%,"3,540",7.44%,177.27,00:38:50,0,$0.00,0.00%
desktop,1920x1080,"5,427",42.64%,"2,314",25.56%,4.13,00:07:05,0,$0.00,0.00%
desktop,990x640,"5,423",85.45%,"4,634",5.05%,246.99,00:32:36,0,$0.00,0.00%
desktop,1300x700,"5,394",6.19%,334,18.17%,8.31,00:10:20,0,$0.00,0.00%
desktop,1110x730,"5,387",23.22%,"1,251",15.26%,6.39,00:09:34,0,$0.00,0.00%
desktop,1750x880,"5,370",9.27%,498,15.77%,9.03,00:11:06,0,$0.00,0.00%
desktop,1290x670,"5,323",17.79%,947,13.15%,7.09,00:10:25,0,$0.00,0.00%
desktop,1040x650,"5,313",45.74%,"2,430",20.27%,6.12,00:04:07,0,$0.00,0.00%
desktop,1270x660,"5,303",7.15%,379,13.16%,29.94,00:11:59,0,$0.00,0.00%
desktop,1040x790,"5,280",55.62%,"2,937",19.41%,1.71,00:01:01,0,$0.00,0.00%
desktop,2050x1040,"5,272",3.24%,171,19.03%,6.54,00:09:52,0,$0.00,0.00%
desktop,1540x700,"5,234",7.34%,384,19.28%,6.43,00:08:54,0,$0.00,0.00%
desktop,1660x910,"5,229",26.18%,"1,369",7.53%,6.85,00:07:41,0,$0.00,0.00%
desktop,1440x680,"5,201",11.59%,603,14.21%,7.78,00:10:29,0,$0.00,0.00%
desktop,1100x540,"5,173",4.08%,211,16.37%,8.33,00:13:05,0,$0.00,0.00%
desktop,1080x1610,"5,143",6.94%,357,17.25%,9.00,00:13:16,0,$0.00,0.00%
desktop,1260x710,"5,087",17.95%,913,9.65%,8.15,00:10:14,0,$0.00,0.00%
desktop,1280x930,"5,052",13.16%,665,16.03%,6.87,00:09:28,0,$0.00,0.00%
desktop,1260x800,"5,051",67.79%,"3,424",7.09%,2.87,00:03:28,0,$0.00,0.00%
desktop,1320x750,"5,019",11.38%,571,15.80%,10.22,00:13:57,0,$0.00,0.00%
desktop,1710x800,"4,996",3.42%,171,16.27%,8.52,00:11:23,0,$0.00,0.00%
desktop,1370x560,"4,956",16.79%,832,13.10%,6.86,00:08:53,0,$0.00,0.00%
desktop,1420x790,"4,949",31.58%,"1,563",4.55%,10.84,00:12:21,0,$0.00,0.00%
desktop,1540x820,"4,926",5.08%,250,17.64%,15.23,00:20:10,0,$0.00,0.00%
desktop,1710x780,"4,864",4.40%,214,14.66%,9.20,00:12:05,0,$0.00,0.00%
desktop,940x910,"4,862",22.54%,"1,096",15.08%,11.62,00:10:33,0,$0.00,0.00%
desktop,1900x1010,"4,857",43.55%,"2,115",11.18%,7.37,00:08:07,0,$0.00,0.00%
desktop,1020x760,"4,835",82.25%,"3,977",6.70%,2.53,00:02:07,0,$0.00,0.00%
desktop,1660x890,"4,825",5.26%,254,15.05%,7.50,00:08:53,0,$0.00,0.00%
desktop,1520x790,"4,782",24.38%,"1,166",11.65%,6.51,00:11:57,0,$0.00,0.00%
